sentence1,sentence2,similarity_score
"['dolc', 'gabbana', 'convict', 'tax', 'evas']","['dolc', 'gabbana', 'condenado', 'evasión', 'impuesto']",3.0
"['nummagnitud', 'quak', 'hit', 'pakistan', 'cenc']","['terremoto', 'magnitud', 'num', 'golpea', 'pakistán', 'cenc']",3.8
"['asteroid', 'zip', 'earth', 'satellit']","['asteroid', 'cierran', 'tierra', 'satélit']",4.4
"['fight', 'mali', 'town', 'reflect', 'islamist', 'tactic']","['lucha', 'pueblo', 'mali', 'refleja', 'táctica', 'islamista']",2.0
"['two', 'santa', 'tracker', 'compet', 'christma']","['do', 'rastreador', 'papá', 'noel', 'compitiendo', 'navidad']",0.0
"['ship', 'train', 'syrian', 'chemic', 'weapon', 'transport']","['tren', 'barco', 'transport', 'arma', 'química', 'siria']",2.6
"['num', 'kill', 'num', 'wound', 'attack', 'iraq']","['num', 'muerto', 'num', 'herido', 'ataqu', 'iraq']",2.2
"['u', 'trust', 'syria', 'hand', 'chemic', 'weapon']","['pueden', 'unido', 'confiar', 'siria', 'entregu', 'arma', 'química']",1.0
"['mexican', 'singer', 'jenni', 'rivera', 'believ', 'kill', 'plane', 'crash']","['cantant', 'mexicana', 'jenni', 'rivera', 'cree', 'murió', 'accident', 'avión']",3.4
"['bangladesh', 'court', 'sentenc', 'first', 'lawmak', 'death', 'war', 'crime']","['tribun', 'bangladesh', 'condena', 'muert', 'primer', 'legislador', 'crímene', 'guerra']",1.8
"['mugab', 'declar', 'winner', 'disput', 'elect']","['mugab', 'declarado', 'ganador', 'una', 'disputada', 'eleccion']",4.0
"['death', 'toll', 'climb', 'num', 'indonesia', 'boat', 'sink']","['número', 'muerto', 'aumenta', 'num', 'hundimiento', 'barco', 'indonesia']",3.6
"['egyptian', 'court', 'ban', 'muslim', 'brotherhood']","['cort', 'egipcia', 'prohíb', 'hermandad', 'musulmana']",3.8
"['rouhani', 'lead', 'iran', 'presidenti', 'vote', 'preliminari', 'result']","['rouhani', 'lidera', 'votación', 'presidenci', 'irán', 'resultado', 'preliminar']",4.2
"['polic', 'attack', 'belfast', 'flag', 'protest']","['policía', 'atacó', 'protesta', 'bandera', 'belfast']",0.6
"['skorea', 'propos', 'final', 'nkorea', 'talk', 'kaesong']","['corea', 'sur', 'propon', 'conversacion', 'final', 'nk', 'kaesong']",1.0
"['india', 'gangrap', 'victim', 'struggl', 'odd']","['víctima', 'violación', 'grupo', 'india', 'luchando', 'probabilidad']",1.8
"['gunman', 'kill', 'num', 'foreign', 'tourist', 'num', 'pakistani']","['pistolero', 'matan', 'num', 'turista', 'extranjero', 'num', 'pakistaní']",2.8
"['statement', 'spokesperson', 'high', 'repres', 'catherin', 'ashton', 'latest', 'spate', 'attack', 'iraq']","['declaración', 'portavoz', 'alta', 'representant', 'catherin', 'ashton', 'última', 'oleada', 'ataqu', 'irak']",3.2
"['egypt', 'increas', 'secur', 'promorsi', 'protest']","['egipto', 'aumenta', 'seguridad', 'protesta', 'promorsi']",3.0
"['yacimovich', 'urg', 'cabinet', 'approv', 'palestinian', 'prison', 'releas']","['yacimovich', 'insta', 'gabinet', 'aprobar', 'liberación', 'prisionero', 'palestino']",2.0
"['palestinian', 'build', 'anoth', 'west', 'bank', 'tent', 'protest']","['palestino', 'construyen', 'protesta', 'tienda', 'campaña', 'cisjordania']",0.4
"['bangladesh', 'build', 'collaps', 'death', 'toll', 'hit', 'num']","['derrumb', 'edificio', 'bangladesh', 'deja', 'saldo', 'num', 'muerto']",3.6
"['isra', 'envoy', 'summon', 'settlement', 'plan']","['enviado', 'israelí', 'convocado', 'plane', 'asentamiento']",2.5
"['num', 'dead', 'num', 'injur', 'nevada', 'middl', 'school', 'shoot']","['num', 'muerto', 'num', 'herido', 'tiroteo', 'escuela', 'secundaria', 'nevada']",5.0
"['hama', 'mix', 'sex', 'school', 'ban', 'take', 'effect']","['prohibición', 'escuela', 'sexo', 'mixto', 'hama', 'entra', 'vigor']",4.2
"['man', 'arrest', 'polic', 'offic', 'shot', 'leed']","['hombr', 'arrestado', 'despué', 'policía', 'disparara', 'leed']",0.4
"['ukrainian', 'prime', 'minist', 'resign', 'amid', 'protest']","['primer', 'ministro', 'ucraniano', 'renuncia', 'medio', 'protesta']",0.6
"['obama', 'refocu', 'economi', 'state', 'union']","['obama', 'centrará', 'economía', 'unión']",2.2
"['googl', 'launch', 'internetbeam', 'balloon']","['googl', 'lanza', 'globo', 'internet']",1.0
"['iraq', 'back', 'egypt', 'crackdown', 'morsi', 'support']","['irak', 'apoya', 'campaña', 'egipto', 'partidario', 'morsi']",4.8
"['russia', 'give', 'initi', 'ok', 'american', 'adopt', 'ban']","['rusia', 'da', 'visto', 'bueno', 'inici', 'prohibición', 'adopción', 'americana']",3.8
"['five', 'convict', 'kosovo', 'organ', 'traffick', 'case']","['cinco', 'condenado', 'caso', 'tráfico', 'órgano', 'kosovo']",2.8
"['hrithik', 'roshan', 'wife', 'sussann', 'part', 'way']","['hrithik', 'roshan', 'esposa', 'sussann', 'separó']",4.4
"['gunman', 'among', 'num', 'dead', 'florida', 'apart', 'shoot']","['hombr', 'armado', 'num', 'muerto', 'despué', 'tiroteo', 'apartamento', 'florida']",5.0
"['obama', 'laud', 'progress', 'gay', 'right', 'inaugur', 'address']","['obama', 'elogia', 'progreso', 'derecho', 'homosexual', 'discurso', 'inaugur']",1.0
"['wave', 'bomb', 'kill', 'num', 'iraq']","['ola', 'bombardeo', 'mata', 'num', 'persona', 'irak']",2.2
"['shock', 'move', 'obama', 'put', 'syria', 'strike', 'hold']","['movimiento', 'choqu', 'obama', 'pone', 'golp', 'siria', 'espera']",4.6
"['israel', 'strike', 'syria', 'tension', 'rise', 'weapon']","['israel', 'ataca', 'siria', 'mientra', 'tension', 'aumentan', 'arma']",1.8
"['gunman', 'kill', 'nine', 'peopl', 'northwest', 'pakistan']","['hombr', 'armado', 'matan', 'nuev', 'persona', 'noroest', 'pakistán']",2.6
"['san', 'francisco', 'plane', 'crash', 'glanc']","['accident', 'avión', 'san', 'francisco', 'vistazo']",1.2
"['num', 'arrest', 'deadli', 'bangladesh', 'build', 'collaps']","['num', 'detenido', 'tra', 'mortal', 'derrumb', 'edificio', 'bangladesh']",2.2
"['xma', 'cruis', 'passeng', 'hit', 'noroviru']","['pasajero', 'crucero', 'xma', 'afectado', 'noroviru']",0.0
"['murder', 'claim', 'diana', 'death', 'new', 'inform', 'pass', 'polic', 'relat', 'death', 'princess', 'diana', 'dodi', 'fay', 'thought', 'includ', 'alleg', 'murder']","['reclamación', 'asesinato', 'muert', 'diana', 'cree', 'nueva', 'información', 'pasado', 'policía', 'muert', 'princesa', 'diana', 'dodi', 'fay', 'incluy', 'alegación', 'asesinado']",3.5
"['snowden', 'ask', 'stay', 'russia']","['snowden', 'pide', 'quedars', 'rusia']",1.4
"['chines', 'share', 'close', 'lower', 'wednesday']","['accion', 'china', 'cierran', 'baja', 'miércol']",2.2
"['stomach', 'bug', 'caus', 'ail', 'nadal', 'miss', 'australian', 'open']","['malestar', 'estomac', 'hizo', 'nadal', 'perdiera', 'abierto', 'australia']",3.4
"['narendra', 'modi', 'pledg', 'tough', 'stand', 'pakistan']","['narendra', 'modi', 'promet', 'postura', 'firm', 'pakistán']",4.8
"['egyptian', 'court', 'consid', 'mubarak', 'releas']","['tribun', 'egipcio', 'considera', 'liberación', 'mubarak']",3.4
"['boy', 'scout', 'delay', 'decis', 'admit', 'gay']","['boy', 'scout', 'retrasan', 'decisión', 'admitir', 'gay']",5.0
"['num', 'car', 'bomb', 'kill', 'num', 'southern', 'iraq']","['num', 'coch', 'bomba', 'matan', 'num', 'sur', 'irak']",1.4
"['van', 'der', 'sloot', 'marri', 'prison']","['van', 'der', 'sloot', 'casará', 'prisión']",4.0
"['tokyo', 'stock', 'close', 'numpc']","['existencia', 'tokio', 'cierran', 'numpc']",3.0
"['china', 'stock', 'index', 'futur', 'close', 'higher', 'dec', 'num']","['futuro', 'índice', 'bursátil', 'china', 'cierran', 'alza', 'num', 'diciembr']",2.2
"['pictur', 'day', 'num', 'august', 'num']","['foto', 'día', 'num', 'agosto', 'num']",2.8
"['palestinian', 'hit', 'isra', 'fire', 'gaza']","['palestino', 'golpeado', 'fuego', 'israelí', 'gaza']",2.8
"['jess', 'jackson', 'jr', 'wife', 'plead', 'guilti', 'fraud']","['jess', 'jackson', 'jr', 'esposa', 'declararán', 'culpabl', 'fraud']",4.6
"['usa', 'expel', 'venezuela', 'diplomat', 'row']","['eeuu', 'expulsa', 'diplomático', 'venezuela', 'filum']",4.4
"['bbc', 'veteran', 'hall', 'admit', 'child', 'sex', 'abus']","['veterano', 'bbc', 'hall', 'admit', 'abuso', 'sexual', 'niño']",3.4
"['num', 'kill', 'num', 'injur', 'south', 'china', 'road', 'accid']","['num', 'muerto', 'num', 'herido', 'accident', 'carretera', 'sur', 'china']",0.6
"['ryanair', 'report', 'record', 'profit', 'warn', 'growth', 'like', 'slow', 'year']","['ryanair', 'reporta', 'ganancia', 'récord', 'adviert', 'crecimiento', 'desacelerará', 'año']",3.4
"['stock', 'watch', 'close', 'monday']","['accion', 'vigilar', 'cierran', 'lune']",3.0
"['numth', 'anniversari', 'jfk', 'death', 'rememb']","['num', 'aniversario', 'muert', 'jfk', 'recuerda']",4.0
"['nummagnitud', 'earthquak', 'hit', 'taiwan']","['terremoto', 'magnitud', 'num', 'golpea', 'taiwán']",1.2
"['book', 'help', 'kid', 'talk', 'boston', 'marathon', 'news']","['libro', 'ayudar', 'niño', 'hablar', 'noticia', 'maratón', 'boston']",0.8
"['tech', 'sector', 'heat', 'googl', 'ibm', 'post', 'strong', 'earn']","['sector', 'tecnológico', 'calienta', 'googl', 'ibm', 'registran', 'fuert', 'ganancia']",2.6
"['profil', 'kenya', 'presidenti', 'candid']","['perfil', 'candidato', 'presidencial', 'kenya']",1.0
"['israel', 'free', 'palestinian', 'prison']","['israel', 'libera', 'prisionero', 'palestino']",3.4
"['philadelphia', 'build', 'collaps', 'num', 'peopl', 'may', 'trap']","['edificio', 'filadelfia', 'derrumba', 'num', 'persona', 'pueden', 'quedar', 'atrapada']",4.0
"['obama', 'meet', 'mandela', 'famili']","['obama', 'reún', 'familia', 'mandela']",3.0
"['u', 'senat', 'set', 'gun', 'control', 'debat']","['senado', 'eeuu', 'inicia', 'debat', 'control', 'arma']",3.4
"['car', 'bomb', 'kill', 'num', 'damascu']","['coch', 'bomba', 'mata', 'num', 'persona', 'damasco']",1.4
"['friend', 'syria', 'doha', 'talk', 'arm', 'rebel']","['amigo', 'siria', 'conversacion', 'doha', 'armamento', 'rebeld']",2.6
"['syria', 'condemn', 'isra', 'air', 'strike']","['siria', 'condena', 'ataqu', 'aéreo', 'israelí']",2.0
"['egypt', 'leader', 'impos', 'state', 'emerg', 'num', 'citi']","['líder', 'egipto', 'impon', 'emergencia', 'num', 'ciudad']",5.0
"['abvp', 'protest', 'clash', 'polic', 'jantar', 'mantar', 'throw', 'stone']","['manifestant', 'abvp', 'enfrentan', 'policía', 'jantar', 'mantar', 'lanzan', 'piedra']",2.8
"['turkish', 'pm', 'urg', 'end', 'protest', 'istanbul']","['primer', 'ministro', 'turco', 'insta', 'poner', 'fin', 'protesta', 'estambul']",2.8
"['two', 'men', 'charg', 'terror', 'offenc']","['do', 'hombr', 'acusado', 'delito', 'terrorismo']",1.8
"['eu', 'receiv', 'nobel', 'peac', 'prize']","['ue', 'recib', 'premio', 'nobel', 'paz']",3.6
"['start', 'san', 'fermin', 'bullrun', 'festiv', 'briefli', 'delay', 'view', 'obstruct', 'basqu', 'flag']","['comienzo', 'fiesta', 'toro', 'san', 'fermín', 'retrasó', 'brevement', 'debido', 'vista', 'obstruida', 'bandera', 'vasca']",2.6
"['num', 'mostli', 'foreign', 'kill', 'kabul', 'suicid', 'attack']","['num', 'mayoría', 'extranjero', 'asesinado', 'ataqu', 'suicida', 'kabul']",2.8
"['former', 'lapd', 'offic', 'sought', 'irvin', 'slay']","['ex', 'ofici', 'lapd', 'buscado', 'asesinato', 'irvin']",0.0
"['tokyo', 'share', 'close', 'numpc', 'lower']","['accion', 'tokio', 'cierran', 'num', 'punto', 'porcentual', 'debajo']",0.8
"['pakistan', 'court', 'demand', 'blasphemi', 'rampag', 'answer']","['cort', 'pakistán', 'exig', 'respuesta', 'blasfemia']",0.6
"['intel', 'mcafe', 'buy', 'cloudbas', 'network', 'firewal', 'specialist', 'stonesoft', 'numm', 'cash']","['mcafe', 'intel', 'compra', 'stonesoft', 'especialista', 'firewal', 'red', 'basado', 'nube', 'num', 'millon', 'dólare', 'efectivo']",3.8
"['num', 'magnitud', 'quak', 'strike', 'u']","['terremoto', 'magnitud', 'num', 'golpea', 'eeuu']",1.0
"['bangladesh', 'opposit', 'leader', 'sentenc', 'death', 'war', 'crime']","['líder', 'oposición', 'bangladesh', 'condenado', 'muert', 'crímene', 'guerra']",3.6
"['alleg', 'cop', 'killer', 'die', 'shot', 'head']","['presunto', 'asesino', 'policía', 'murió', 'disparo', 'cabeza']",4.2
"['car', 'bomb', 'swedish', 'consul', 'libya', 'benghazi', 'casualti']","['coch', 'bomba', 'consulado', 'sueco', 'bengasi', 'libia', 'baja']",4.8
"['musharraf', 'arrest', 'lal', 'masjid', 'case']","['musharraf', 'arrestado', 'caso', 'lal', 'masjid']",3.0
"['iran', 'hope', 'nuclear', 'talk', 'yield', 'roadmap']","['irán', 'espera', 'conversacion', 'nuclear', 'den', 'lugar', 'hoja', 'ruta']",4.4
"['num', 'milit', 'kill', 'afghan', 'raid', 'offici']","['num', 'militant', 'muerto', 'incursion', 'afgana', 'ofici']",2.8
"['north', 'korea', 'reportedli', 'testfir', 'shortrang', 'missil']","['corea', 'nort', 'según', 'informa', 'prueba', 'misil', 'corto', 'alcanc']",4.0
"['thai', 'protest', 'obstruct', 'vote', 'num', 'dead', 'violenc']","['manifestant', 'tailandes', 'obstruyen', 'voto', 'num', 'muerto', 'violencia']",2.8
"['venezuela', 'hugo', 'chavez', 'dy', 'cancer']","['venezolano', 'hugo', 'chávez', 'muer', 'cáncer']",1.8
"['north', 'korea', 'third', 'test', 'bring', 'closer', 'nuclear', 'power', 'statu']","['tercera', 'prueba', 'corea', 'nort', 'acerca', 'estatu', 'energía', 'nuclear']",2.2
"['north', 'korea', 'conduct', 'third', 'nuclear', 'test']","['corea', 'nort', 'realiza', 'tercer', 'ensayo', 'nuclear']",4.6
"['indian', 'stock', 'open', 'flat']","['accion', 'india', 'abren', 'plano']",3.6
"['macau', 'gambl', 'revenu', 'hit', 'record', 'num', 'bn', 'num']","['ingreso', 'apuesta', 'macao', 'alcanzan', 'récord', 'num', 'millon', 'dólare', 'num']",5.0
"['isra', 'palestinian', 'resum', 'talk', 'u']","['israelí', 'palestino', 'reanudan', 'conversacion', 'eeuu']",3.8
"['nelson', 'mandela', 'memori', 'servic']","['servicio', 'conmemorativo', 'nelson', 'mandela']",2.4
"['nm', 'counti', 'prepar', 'samesex', 'marriag', 'hear']","['condado', 'nm', 'prepara', 'audiencia', 'matrimonio', 'mismo', 'sexo']",3.8
"['four', 'u', 'air', 'forc', 'helicopt', 'crew', 'member', 'kill', 'uk', 'crash']","['cuatro', 'miembro', 'tripulación', 'helicóptero', 'fuerza', 'aérea', 'eeuu', 'muerto', 'accident', 'reino', 'unido']",4.0
"['tokyo', 'host', 'num', 'olymp', 'game']","['tokio', 'sede', 'juego', 'olímpico', 'num']",4.2
"['malaysia', 'detain', 'australian', 'senat', 'airport']","['malasia', 'detien', 'senador', 'australiano', 'aeropuerto']",4.0
"['south', 'korea', 'say', 'north', 'fire', 'missil']","['corea', 'sur', 'dice', 'misil', 'disparado', 'nort']",2.2
"['britain', 'shut', 'plant', 'hors', 'meat', 'scandal', 'reach', 'franc']","['gran', 'bretaña', 'cierra', 'planta', 'mientra', 'escándalo', 'carn', 'caballo', 'llega', 'francia']",3.0
"['u', 'warn', 'syria', 'chemic', 'weapon']","['eeuu', 'adviert', 'siria', 'arma', 'química']",3.2
"['num', 'kill', 'bu', 'crash', 'itali']","['num', 'muerto', 'accident', 'autobú', 'italia']",1.2
"['china', 'yuan', 'strengthen', 'num', 'usd']","['yuan', 'china', 'fortalec', 'num', 'frent', 'usd']",3.0
"['u', 'recogn', 'syrian', 'opposit']","['unido', 'reconocen', 'oposición', 'siria']",2.0
"['egypt', 'vote', 'new', 'constitut']","['egipto', 'vota', 'nueva', 'constitución']",4.8
"['preston', 'england', 'legend', 'tom', 'finney', 'dy', 'num']","['preston', 'leyenda', 'inglesa', 'tom', 'finney', 'muer', 'num', 'año']",4.4
"['car', 'bomb', 'kill', 'one', 'wound', 'five', 'benghazi']","['coch', 'bomba', 'mata', 'hier', 'cinco', 'bengasi']",3.0
"['roadsid', 'bomb', 'kill', 'num', 'afghanistan']","['bomba', 'carretera', 'matan', 'cinco', 'persona', 'afganistán']",3.4
"['sri', 'lanka', 'tamil', 'vote', 'greater', 'autonomi']","['tamil', 'sri', 'lanka', 'votan', 'mayor', 'autonomía']",0.4
"['frenchl', 'troop', 'close', 'timbuktu']","['tropa', 'dirigida', 'franc', 'acercan', 'tombuctú']",3.6
"['nato', 'airstrik', 'kill', 'two', 'afghan', 'kid']","['ataqu', 'aéreo', 'otan', 'mata', 'do', 'niño', 'afgano']",1.2
"['gunman', 'kill', 'num', 'foreign', 'tourist', 'pakistan']","['pistolero', 'matan', 'num', 'turista', 'extranjero', 'pakistán']",4.0
"['n', 'korea', 'halt', 'work', 'joint', 'industri', 'zone']","['n', 'corea', 'detendrá', 'trabajo', 'zona', 'industri', 'conjunta']",4.0
"['delhi', 'gang', 'rape', 'suspect', 'beaten', 'poison']","['sospechoso', 'violación', 'banda', 'delhi', 'golpeado', 'envenenado']",1.8
"['franc', 'pledg', 'militari', 'aid', 'mali']","['francia', 'promet', 'ayuda', 'militar', 'malí']",1.4
"['egyptian', 'vote', 'divis', 'constitut']","['egipcio', 'votan', 'constitución', 'divisoria']",4.0
"['reid', 'cite', 'tremend', 'progress', 'debt', 'ceil', 'talk']","['reid', 'cita', 'tremendo', 'progreso', 'conversacion', 'techo', 'deuda']",2.8
"['num', 'magnitud', 'quak', 'jolt', 'sarangani']","['terremoto', 'magnitud', 'num', 'sacud', 'sarangani']",2.0
"['one', 'dead', 'num', 'hurt', 'la', 'car', 'chao']","['muerto', 'num', 'herido', 'cao', 'automovilístico', 'ángele']",1.2
"['chairman', 'easyjet', 'step']","['president', 'easyjet', 'retira']",4.2
"['obama', 'renew', 'offer', 'cut', 'social', 'safeti', 'net', 'big', 'budget', 'deal', 'aid']","['obama', 'renueva', 'oferta', 'recortar', 'red', 'seguridad', 'social', 'gran', 'acuerdo', 'presupuestario', 'ayudant']",0.8
"['suicid', 'bomber', 'kill', 'num', 'afghan', 'provinc', 'council']","['terrorista', 'suicida', 'mata', 'num', 'persona', 'consejo', 'provincia', 'afgana']",2.4
"['committe', 'near', 'final', 'big', 'immigr', 'decis']","['comité', 'acerca', 'grand', 'decision', 'final', 'inmigración']",3.4
"['u', 'troop', 'kill', 'afghan', 'insid', 'attack']","['tropa', 'eeuu', 'muerta', 'ataqu', 'interno', 'afgano']",3.8
"['mother', 'arrest', 'suspicion', 'manslaught', 'dog', 'kill', 'daughter']","['madr', 'arrestada', 'bajo', 'sospecha', 'homicidio', 'despué', 'perro', 'matara', 'hija']",1.8
"['five', 'dead', 'num', 'miss', 'canada', 'train', 'disast']","['cinco', 'muerto', 'num', 'desaparecido', 'desastr', 'tren', 'canadá']",3.2
"['tunisian', 'opposit', 'politician', 'shot', 'dead']","['político', 'tunecino', 'oposición', 'asesinado', 'tiro']",3.0
"['un', 'press', 'need', 'major', 'boost', 'syrian', 'aid']","['nacion', 'unida', 'presionan', 'dé', 'gran', 'impulso', 'ayuda', 'siria']",4.8
"['stock', 'soar', 'wall', 'st', 'lead']","['accion', 'disparan', 'wall', 'st']",1.6
"['georg', 'zimmerman', 'found', 'guilti', 'trayvon', 'martin', 'murder']","['georg', 'zimmerman', 'encontrado', 'inocent', 'asesinato', 'trayvon', 'martin']",2.6
"['whistleblow', 'edward', 'snowden', 'fli', 'moscow']","['denunciant', 'edward', 'snowden', 'vuela', 'moscú']",3.6
"['num', 'kill', 'num', 'wound', 'bomb', 'attack', 'northern', 'iraq']","['num', 'muerto', 'num', 'herido', 'ataqu', 'bomba', 'nort', 'iraq']",0.6
"['insid', 'reveal', 'num', 'elect', 'secret']","['experto', 'revelan', 'secreto', 'eleccion', 'num']",1.2
"['royal', 'sorrow', 'nurs', 'death']","['pena', 'real', 'muert', 'enfermera']",2.8
"['n', 'korea', 'say', 'may', 'delay', 'controversi', 'rocket', 'launch']","['n', 'corea', 'dice', 'pued', 'retrasar', 'controvertido', 'lanzamiento', 'cohet']",4.2
"['critic', 'gate', 'memoir', 'rock', 'obama', 'administr']","['memoria', 'critic', 'gate', 'sacuden', 'administración', 'obama']",4.0
"['jeff', 'bezo', 'bet', 'num', 'million', 'reviv', 'washington', 'post']","['jeff', 'bezo', 'apuesta', 'num', 'millon', 'dólare', 'revivir', 'washington', 'post']",4.2
"['brook', 'plead', 'guilti', 'hack', 'charg']","['brook', 'declara', 'inocent', 'cargo', 'piratería', 'informática']",3.8
"['purg', 'send', 'chill', 'messag', 'north', 'korea', 'elit']","['purga', 'envía', 'mensaj', 'escalofriant', 'élite', 'corea', 'nort']",4.0
"['south', 'african', 'mark', 'ail', 'mandela', 'numth', 'birthday']","['sudafricano', 'celebran', 'numº', 'aniversario', 'nacimiento', 'mandela']",1.4
"['obama', 'declar', 'health', 'care', 'law', 'work']","['obama', 'declara', 'ley', 'salud', 'funcionando']",3.0
"['heavi', 'rain', 'rais', 'threat', 'christma', 'day', 'flood']","['fuert', 'lluvia', 'aumentan', 'amenaza', 'inundacion', 'día', 'navidad']",3.0
"['thousand', 'protest', 'gay', 'marriag']","['mile', 'persona', 'protestan', 'matrimonio', 'gay']",3.6
"['taiwan', 'gang', 'leader', 'nab', 'airport', 'num', 'year']","['líder', 'banda', 'taiwán', 'atrapado', 'aeropuerto', 'despué', 'num', 'año']",0.4
