sentence1,sentence2,score
"['china', 'numst', 'pilot', 'free', 'trade', 'zone', 'open']","['shanghai', 'free', 'trade', 'zone', 'begin', 'oper']",3.8
"['num', 'kill', 'num', 'injur', 'bomb', 'blast', 'nw', 'pakistan']","['num', 'kill', 'num', 'injur', 'blast', 'nw', 'pakista']",2.6
"['select', 'imag', 'bangladesh', 'build', 'collaps']","['least', 'num', 'kill', 'bangladesh', 'build', 'collaps']",1.4
"['chines', 'court', 'uphold', 'death', 'penalti', 'mekong', 'murder']","['court', 'uphold', 'death', 'sentenc', 'mekong', 'murder']",4.4
"['egypt', 'protest', 'dispers']","['abduct', 'teacher', 'sentenc']",0.0
"['ga', 'cylind', 'blast', 'pakistan', 'school', 'bu', 'kill', 'num']","['deadli', 'ga', 'cylind', 'blast', 'hit', 'pakistan', 'school', 'bu']",3.8
"['north', 'korean', 'cargo', 'reveal', 'missil', 'repair', 'trade', 'cuba']","['n', 'korean', 'ship', 'carri', 'cuba', 'missil', 'seiz']",2.8
"['isra', 'forc', 'detain', 'num', 'palestinian', 'west', 'bank']","['isra', 'forc', 'arrest', 'five', 'palestinian', 'across', 'west', 'bank']",4.8
"['protest', 'sweep', 'brazil', 'despit', 'concess']","['protest', 'plan', 'across', 'brazil', 'despit', 'concess']",4.0
"['angela', 'merkel', 'win', 'third', 'term', 'german', 'elect']","['merkel', 'win', 'big', 'germani', 'elect']",3.8
"['south', 'korean', 'worker', 'start', 'leav', 'joint', 'factori', 'zone']","['south', 'korean', 'worker', 'set', 'leav', 'joint', 'factori', 'zone']",3.8
"['senat', 'vote', 'move', 'ahead', 'hagel', 'nod']","['benedict', 'come', 'home', 'new', 'hous', 'new', 'pope']",0.0
"['num', 'kill', 'score', 'injur', 'suicid', 'bomb', 'russian', 'train', 'station']","['suicid', 'bomber', 'kill', 'num', 'russian', 'train', 'station']",3.2
"['cambodian', 'opposit', 'leader', 'sam', 'rainsi', 'return', 'stir', 'elect']","['cambodia', 'opposit', 'head', 'turn', 'parliament', 'poll', 'bid']",3.0
"['west', 'hail', 'syria', 'opposit', 'vote', 'join', 'peac', 'talk']","['syrian', 'opposit', 'name', 'deleg', 'talk']",2.6
"['obama', 'travel', 'tornadoravag', 'oklahoma']","['obama', 'visit', 'tornado', 'hit', 'oklahoma']",4.6
"['deal', 'fiscal', 'cliff', 'obama', 'go', 'holiday']","['john', 'boehner', 'humbl', 'origin', 'fiscal', 'cliff', 'may', 'undo']",1.0
"['syria', 'car', 'bomb', 'kill', 'least', 'num', 'rebelheld', 'town']","['sinai', 'car', 'bomb', 'kill', 'least', 'num', 'egyptian', 'soldier']",1.8
"['kerri', 'numb', 'palestinian', 'econom', 'plan', 'could', 'work']","['kerri', 'deal', 'yet', 'nuclear', 'talk', 'iran']",0.0
"['bangladesh', 'build', 'collaps', 'death', 'toll', 'hit', 'num']","['indian', 'build', 'collaps', 'death', 'toll', 'rise', 'num']",0.8
"['dozen', 'dead', 'central', 'african', 'republ', 'fight']","['num', 'dead', 'central', 'african', 'republ', 'clash']",3.4
"['libya', 'threaten', 'armi', 'action', 'oil', 'protest']","['bomb', 'threat', 'forc', 'evacu', 'princeton']",0.8
"['num', 'turkish', 'union', 'call', 'strike', 'monday', 'protest', 'polic', 'violenc']","['turkey', 'unrest', 'union', 'call', 'strike', 'polic', 'crackdown']",3.4
"['ticker', 'fitch', 'upgrad', 'greek', 'credit', 'rate']","['moodi', 'upgrad', 'greek', 'credit', 'rate']",3.4
"['gunman', 'ambush', 'polic', 'boat', 'nigeria', 'oil', 'region']","['sudanes', 'polic', 'block', 'protest', 'human', 'right', 'commiss']",0.0
"['russian', 'leav', 'syria', 'cross', 'lebanon']","['russia', 'deliv', 'humanitarian', 'aid', 'syrian', 'refuge', 'lebanon']",2.2
"['two', 'u', 'soldier', 'kill', 'insid', 'attack', 'afghanistan']","['num', 'soldier', 'kill', 'bomb', 'attack', 'nw', 'pakistan']",0.8
"['south', 'african', 'icon', 'nelson', 'mandela', 'hospit']","['south', 'africa', 'nelson', 'mandela', 'hospit']",5.0
"['pope', 'franci', 'condemn', 'global', 'indiffer', 'suffer']","['pope', 'franci', 'commemor', 'dead', 'migrant', 'lampedusa']",1.4
"['top', 'judg', 'mansour', 'sworn', 'egypt', 'interim', 'presid']","['justic', 'adli', 'mansour', 'sworn', 'egypt', 'interim', 'presid']",4.4
"['blast', 'kill', 'num', 'young', 'girl', 'eastern', 'afghanistan']","['blast', 'kill', 'nine', 'southern', 'afghanistan', 'offici']",2.8
"['kenyan', 'polic', 'arrest', 'key', 'alshabaab', 'recruit', 'financi']","['kenya', 'pair', 'arrest', 'antiterror', 'polic']",3.2
"['obama', 'announc', 'gun', 'control', 'plan', 'wednesday']","['obama', 'set', 'gun', 'control', 'plan']",3.6
"['bomb', 'kill', 'two', 'peopl', 'wound', 'dozen', 'boston', 'marathon']","['two', 'bomb', 'found', 'boston', 'marathon', 'attack']",2.2
"['syria', 'chemic', 'weapon', 'could', 'end', 'sea']","['u', 'destroy', 'syria', 'chemic', 'weapon', 'stockpil', 'sea']",2.4
"['presid', 'earli', 'conclus', 'eco', 'partnership', 'sri', 'lanka']","['pakistan', 'pm', 'deeper', 'econom', 'tie', 'sri', 'lanka']",2.6
"['three', 'freed', 'centr', 'abus', 'probe']","['three', 'storey', 'build', 'collaps', 'ebut', 'meta']",0.0
"['bomb', 'explod', 'greek', 'shop', 'mall', 'two', 'peopl', 'injur']","['bomb', 'explod', 'athen', 'shop', 'mall', 'num', 'wound']",4.4
"['six', 'australian', 'kill', 'lao', 'plane', 'crash']","['dozen', 'kill', 'lao', 'plane', 'crash']",3.0
"['three', 'dead', 'includ', 'gunman', 'maryland', 'mall', 'shoot']","['num', 'dead', 'maryland', 'mall', 'shoot']",4.2
"['un', 'confirm', 'sarin', 'use', 'syria', 'attack']","['war', 'crime', 'un', 'find', 'sarin', 'use', 'syria', 'chemic', 'weapon', 'attack']",3.4
"['num', 'kill', 'monster', 'truck', 'crash']","['num', 'kill', 'mexico', 'monster', 'truck', 'crash']",3.2
"['merkel', 'vie', 'numrd', 'term', 'offic', 'germani', 'elect']","['merkel', 'win', 'big', 'germani', 'elect']",3.25
"['exvirginia', 'governor', 'bob', 'mcdonnel', 'charg', 'corrupt']","['virginia', 'exgov', 'bob', 'mcdonnel', 'wife', 'charg', 'corrupt']",3.8
"['sprinter', 'tyson', 'gay', 'asafa', 'powel', 'test', 'posit', 'ban', 'substanc']","['u', 'sprinter', 'tyson', 'gay', 'test', 'posit', 'ban', 'substanc']",3.4
"['nummagnitud', 'quak', 'hit', 'honshu', 'japan', 'cenc']","['magnitudenum', 'quak', 'jolt', 'santa', 'cruz', 'island', 'cenc']",1.8
"['pakistan', 'releas', 'senior', 'afghan', 'taliban', 'prison']","['pakistan', 'releas', 'senior', 'taliban', 'command', 'saturday']",3.8
"['egypt', 'court', 'order', 'releas', 'mubarak']","['egypt', 'court', 'order', 'mubarak', 'freed']",5.0
"['american', 'investig', 'wait', 'question', 'arrest', 'boston', 'bomber']","['polic', 'converg', 'street', 'search', 'boston', 'bomb', 'suspect']",1.8
"['num', 'dead', 'five', 'injur', 'sw', 'china', 'road', 'accid']","['num', 'dead', 'num', 'injur', 'e', 'china', 'road', 'accid']",1.75
"['bollywood', 'cut', 'cost', 'third', 'rupe', 'collaps', 'bite']","['bollywood', 'cut', 'cost', 'rupe', 'crisi', 'bite']",4.2
"['woman', 'face', 'higher', 'car', 'insur', 'premium']","['woman', 'driver', 'face', 'insur', 'premium', 'rise']",5.0
"['tornado', 'rip', 'midwest', 'kill', 'num', 'devast', 'neighborhood']","['tornado', 'damag', 'storm', 'hit', 'u', 'midwest', 'kill', 'num']",3.2
"['china', 'give', 'u', 'regul', 'access', 'audit', 'record']","['china', 'oppos', 'u', 'arm', 'sale', 'taiwan']",0.8
"['singapor', 'stock', 'end', 'num', 'percent']","['singapor', 'stock', 'end', 'num', 'pct']",2.0
"['iran', 'atom', 'agenc', 'first', 'talk', 'sinc', 'rowhani', 'elect']","['iaea', 'iran', 'hold', 'first', 'nuclear', 'talk', 'sinc', 'rohani', 'elect']",4.8
"['china', 'new', 'pm', 'reject', 'u', 'hack', 'claim']","['china', 'premier', 'li', 'reject', 'groundless', 'u', 'hack', 'accus']",5.0
"['dzhokhar', 'tsarnaev', 'plead', 'guilti', 'boston', 'bomb', 'charg']","['dzhokhar', 'tsarnaev', 'charg', 'boston', 'marathon', 'bomb']",2.6
"['pictur', 'day', 'num', 'august', 'num']","['pictur', 'day']",2.8
"['chines', 'gener', 'son', 'get', 'num', 'year', 'jail', 'rape']","['son', 'chines', 'armi', 'singer', 'get', 'num', 'year', 'jail', 'gang', 'rape']",3.4
"['pg', 'polic', 'seek', 'driver', 'crash', 'kill', 'child']","['polic', 'seek', 'gunman', 'new', 'orlean', 'mother', 'day', 'parad', 'shoot']",0.0
"['egypt', 'hold', 'presidenti', 'elect', 'parliamentari', 'poll']","['egypt', 'interim', 'presid', 'swear', 'new', 'cabinet']",1.4
"['pentagon', 'adjust', 'plan', 'intens', 'attack', 'syria']","['pope', 'thank', 'public', 'join', 'syria', 'vigil']",1.0
"['east', 'timor', 'ban', 'martial', 'art', 'club', 'amid', 'kill']","['east', 'timor', 'ban', 'martial', 'art', 'school', 'amid', 'kill']",5.0
"['afghan', 'legisl', 'approv', 'new', 'elect', 'law']","['afghan', 'presid', 'approv', 'new', 'electon', 'law']",2.6
"['pakistan', 'armi', 'adam', 'fight', 'taliban']","['pak', 'armi', 'adam', 'fight', 'taleban']",4.8
"['egyptian', 'armi', 'push', 'attack', 'kidnapp']","['egypt', 'morsi', 'rule', 'talk', 'hostag', 'video', 'appear']",1.4
"['south', 'african', 'mourn', 'mandela', 'buri']","['south', 'africa', 'hold', 'state', 'funer', 'mandela']",2.8
"['wit', 'hear', 'loud', 'boom', 'boston', 'marathon']","['report', 'two', 'explos', 'finish', 'line', 'boston', 'marathon']",3.0
"['cryptic', 'crossword', 'saturday', 'numth', 'april']","['quiz', 'crossword', 'saturday', 'numth', 'april']",2.8
"['costa', 'concordia', 'captain', 'tri', 'manslaught']","['costa', 'concordia', 'survivor', 'detail', 'experi', 'one', 'year', 'later']",1.2
"['isra', 'minist', 'slam', 'kerri', 'boycott', 'warn']","['isra', 'minist', 'slam', 'kerri', 'boycott', 'warn']",4.6
"['angelina', 'joli', 'aunt', 'dy', 'breast', 'cancer']","['angelina', 'joli', 'complex', 'truth', 'breast', 'cancer']",2.8
"['myanmar', 'suu', 'kyi', 'urg', 'parti', 'uniti', 'amid', 'squabbl']","['suu', 'kyi', 'urg', 'parti', 'uniti', 'amid', 'squabbl']",5.0
"['num', 'thing', 'know', 'wednesday']","['num', 'thing', 'know', 'today']",3.0
"['white', 'hous', 'defens', 'contractor', 'discu', 'harm', 'automat', 'spend', 'cut']","['white', 'hous', 'defens', 'firm', 'discu', 'automat', 'spend', 'cut']",4.4
"['venezuela', 'hugo', 'chavez', 'dy', 'cancer']","['venezuelan', 'presid', 'hugo', 'chavez', 'dy', 'cancer', 'num']",3.8
"['former', 'zambian', 'presid', 'arrest']","['zambia', 'expresid', 'rupiah', 'banda', 'arrest']",4.0
"['u', 'senat', 'confirm', 'yellen', 'fed', 'next', 'chair']","['u', 'senat', 'confirm', 'janet', 'yellen', 'new', 'central', 'bank', 'chief']",4.2
"['num', 'palestinian', 'prison', 'releas', 'isra', 'prison']","['palestinian', 'prison', 'dy', 'cancer', 'unrest', 'israel', 'jail']",1.0
"['asian', 'share', 'ralli', 'string', 'upbeat', 'data']","['asian', 'market', 'strong', 'u', 'job', 'data']",4.0
"['num', 'kill', 'num', 'wound', 'bomb', 'attack', 'northern', 'iraq']","['num', 'kill', 'num', 'wound', 'fresh', 'attack', 'iraq']",2.8
"['offic', 'injur', 'india', 'antirap', 'protest', 'dy']","['indian', 'policeman', 'injur', 'gangrap', 'protest', 'dy']",4.2
"['cypru', 'bailout', 'remark', 'alarm', 'market']","['cypru', 'bailout', 'noth', 'usual', 'euro', 'nonsens']",2.6
"['faction', 'name', 'bianca', 'ojukwu', 'apga', 'nation', 'leader']","['bianca', 'ojukwu', 'becom', 'apga', 'nation', 'leader']",4.2
"['u', 'cannot', 'conclus', 'determin', 'chemic', 'weapon', 'use', 'syria']","['u', 'see', 'conclus', 'evid', 'chemic', 'arm', 'use', 'syria']",4.8
"['twelv', 'kill', 'gunman', 'raid', 'villag']","['five', 'kill', 'blast', 'india']",0.2
"['egypt', 'shut', 'muslim', 'brotherhood', 'newspap']","['egypt', 'muslim', 'brotherhood', 'deputi', 'head', 'arrest']",1.4
"['strong', 'earthquak', 'western', 'china', 'kill', 'num', 'peopl']","['strong', 'earthquak', 'western', 'china', 'kill', 'least', 'num']",3.0
"['snowden', 'thank', 'russia', 'asylum']","['snowden', 'thank', 'russia', 'grant', 'asylum']",5.0
"['senat', 'confirm', 'yellen', 'fed', 'head']","['u', 'senat', 'confirm', 'yellen', 'fed', 'next', 'chair']",4.2
"['french', 'forc', 'take', 'key', 'mali', 'town']","['french', 'forc', 'seiz', 'key', 'town']",3.8
"['boston', 'bomb', 'suspect', 'buri', 'virginia']","['boston', 'bomb', 'suspect', 'buri', 'virginia', 'cemeteri']",5.0
"['larg', 'extrem', 'danger', 'tornado', 'head', 'toward', 'oklahoma', 'citi']","['mom', 'babi', 'among', 'five', 'kill', 'tornado', 'rake', 'oklahoma', 'citi', 'area']",1.6
"['hostag', 'drama', 'drag', 'alabama', 'school', 'bu', 'shoot']","['nevada', 'num', 'dead', 'num', 'hurt', 'middl', 'school', 'shoot']",0.8
"['palestinian', 'presid', 'assign', 'academ', 'form', 'west', 'bank', 'govt']","['palestinian', 'presid', 'want', 'isra', 'talk', 'peac']",1.8
"['pakistan', 'malala', 'leaf', 'hospit', 'await', 'surgeri']","['malala', 'leaf', 'british', 'hospit']",3.6
"['two', 'found', 'dead', 'swim', 'pool', 'essex', 'hotel']","['man', 'woman', 'found', 'dead', 'essex', 'hotel', 'swim', 'pool']",4.0
"['pakistan', 'condemn', 'u', 'drone', 'strike', 'shawal', 'area']","['pakistan', 'condemn', 'u', 'drone', 'strike', 'miranshah']",3.2
"['resid', 'return', 'texa', 'blast', 'site']","['resid', 'return', 'fallujah']",0.0
"['south', 'africa', 'pray', 'nelson', 'mandela']","['south', 'africa', 'unit', 'prayer', 'song', 'nelson', 'mandela']",4.2
"['iran', 'ahmadinejad', 'may', 'face', 'charg', 'elect', 'appear', 'aid']","['ahmadinejad', 'may', 'face', 'charg', 'elect', 'appear']",4.2
"['miliband', 'pledg', 'strengthen', 'minimum', 'wage']","['portugalchina', 'strengthen', 'scientif', 'research', 'tie']",0.0
"['singapor', 'stock', 'close', 'num', 'pct', 'lower']","['singapor', 'stock', 'close', 'num', 'pct', 'higher']",2.6
"['sniper', 'wait', 'result', 'appeal']","['new', 'glori', 'china', 'strive', 'renew']",0.0
"['appl', 'share', 'hit', 'hard', 'iphon', 'disappoint']","['appl', 'stock', 'plung', 'num', 'earn', 'disappoint']",3.2
"['eu', 'renew', 'sanction', 'zimbabw']","['eu', 'lift', 'diamond', 'sanction', 'zimbabw']",3.0
"['occupi', 'palestinian', 'territori', 'palestinian', 'rebuff', 'u', 'peac', 'talk', 'blueprint']","['occupi', 'palestinian', 'territori', 'palestinian', 'face', 'rout', 'nowher']",1.4
"['owner', 'other', 'charg', 'bangladesh', 'factori', 'fire']","['num', 'survivor', 'found', 'bangladesh', 'factori']",1.8
"['egypt', 'set', 'lure', 'gulf', 'investor']","['egypt', 'seek', 'lure', 'investor']",3.4
"['usrussia', 'reach', 'agreement', 'syria']","['usrussia', 'reach', 'agreement', 'syria', 'weapon']",3.4
"['palestinian', 'jordan', 'coordin', 'stanc', 'peac', 'talk']","['hama', 'senior', 'deni', 'gaza', 'pa', 'coordin', 'peac', 'talk']",1.8
"['vote', 'cancel', 'three', 'provinc', 'tens', 'thai', 'elect']","['cambodian', 'opposit', 'reject', 'hun', 'sen', 'elect', 'win']",0.0
"['obama', 'cancel', 'moscow', 'meet', 'putin']","['obama', 'cancel', 'meet', 'putin']",4.0
"['klci', 'futur', 'trade', 'mix', 'midday']","['kl', 'share', 'mix', 'midday']",3.6
"['suspect', 'u', 'drone', 'strike', 'kill', 'num', 'pakistan']","['u', 'drone', 'strike', 'kill', 'least', 'ten', 'pakistan']",2.8
"['egypt', 'court', 'order', 'mubarak', 'releas']","['egypt', 'court', 'turn', 'mubarak', 'releas', 'request']",2.0
"['holland', 'threaten', 'legal', 'action', 'affair', 'alleg']","['françoi', 'holland', 'threaten', 'legal', 'action', 'affair', 'claim']",4.0
"['iranian', 'exil', 'report', 'death', 'iraq', 'camp']","['least', 'num', 'iranian', 'exil', 'kill', 'iraq', 'camp', 'ashraf']",3.0
"['blade', 'runner', 'pistoriu', 'disput', 'murder', 'charg']","['pistoriu', 'cop', 'seven', 'attempt', 'murder', 'charg']",2.0
"['isra', 'forc', 'detain', 'num', 'hebron', 'arrest', 'raid']","['isra', 'credibl', 'line', 'iran', 'nuclear', 'challeng']",2.25
"['egyptian', 'vote', 'islamistback', 'constitut']","['judg', 'poll', 'direct', 'voter', 'egypt', 'constitut', 'vote']",1.4
"['mexico', 'swear', 'presid', 'amid', 'violent', 'protest']","['former', 'new', 'mexico', 'gov', 'richardson', 'press', 'north', 'korean', 'test', 'ban']",0.0
"['helicopt', 'crash', 'near', 'rail', 'station', 'london']","['helicopt', 'crash', 'london']",4.0
"['indonesian', 'capit', 'pray', 'metro', 'eas', 'traffic', 'chao']","['jakarta', 'pray', 'metro', 'eas', 'traffic', 'chao']",3.8
"['japanes', 'plane', 'flew', 'china', 'new', 'defens', 'zone']","['japan', 'korean', 'militari', 'plane', 'defi', 'china', 'new', 'defenc', 'zone']",4.0
"['typhoon', 'survivor', 'raid', 'philippin', 'store']","['typhoon', 'bopha', 'kill', 'num', 'philippin']",1.2
"['car', 'bomb', 'wound', 'num', 'hezbollah', 'stronghold', 'lebanon']","['car', 'bomb', 'rock', 'hezbollah', 'stronghold', 'lebanon']",3.2
"['rf', 'fm', 'urg', 'syrian', 'opposit', 'assist', 'immedi', 'releas', 'foreign', 'captur', 'syria']","['korea', 'opposit', 'candid', 'close', 'poll', 'gap']",0.6000000000000001
"['five', 'dead', 'num', 'miss', 'canada', 'train', 'disast']","['num', 'dead', 'num', 'miss', 'sw', 'china', 'landslid']",0.6000000000000001
"['u', 'senat', 'confirm', 'janet', 'yellen', 'u', 'feder', 'reserv', 'chief']","['senat', 'confirm', 'janet', 'yellen', 'next', 'feder', 'reserv', 'chair']",4.6
"['khan', 'said', 'name', 'new', 'pakistani', 'taliban', 'leader', 'hakimullah', 'mehsud', 'kill', 'drone', 'strike']","['pakistani', 'taliban', 'chief', 'hakimullah', 'mehsud', 'kill', 'drone', 'strike']",3.4
"['least', 'num', 'kill', 'bomb', 'blast', 'iraq']","['least', 'num', 'kill', 'baquba', 'blast']",2.2
"['russia', 'destroy', 'num', 'chemic', 'weapon', 'stockpil']","['britain', 'see', 'evid', 'assad', 'could', 'use', 'chemic', 'weapon']",1.0
"['iran', 'earthquak', 'death', 'toll', 'rise']","['algeria', 'hostag', 'death', 'toll', 'rise']",0.6000000000000001
"['suarez', 'set', 'cup', 'comeback']","['french', 'set', 'mali', 'ground', 'combat']",0.8
"['maldiv', 'team', 'india', 'observ', 'elect']","['testimoni', 'trial', 'former', 'fm', 'liberman', 'begin']",0.6000000000000001
"['death', 'toll', 'rise', 'num', 'storm', 'xaver', 'batter', 'northern', 'europ']","['storm', 'death', 'toll', 'rise', 'wind', 'rain', 'batter', 'north', 'europ']",3.2
"['pakistan', 'releas', 'top', 'afghan', 'taliban', 'prison']","['pakistan', 'releas', 'seven', 'afghan', 'taliban', 'fighter']",3.6
"['mix', 'reaction', 'nz', 'samesex', 'marriag']","['new', 'zealand', 'legal', 'samesex', 'marriag']",2.2
"['tv', 'weatherman', 'fred', 'talbot', 'arrest', 'sex', 'claim']","['weatherman', 'fred', 'talbot', 'held', 'sex', 'abus']",3.8
"['u', 'drone', 'strike', 'kill', 'num', 'pakistan']","['pakistan', 'drone', 'strike', 'kill', 'six']",3.0
"['build', 'collaps', 'india', 'num', 'fear', 'trap']","['india', 'build', 'collaps', 'kill', 'num', 'dozen', 'trap']",3.0
"['somalia', 'shebab', 'claim', 'respons', 'nairobi', 'mall', 'attack']","['syrian', 'rebel', 'claim', 'respons', 'kill', 'lebanon']",1.2
"['syrian', 'troop', 'push', 'strateg', 'rebelheld', 'town']","['syrian', 'armi', 'push', 'assault', 'rebelheld', 'town']",4.0
"['israel', 'agre', 'releas', 'palestinian', 'prison']","['israel', 'releas', 'num', 'palestinian', 'prison']",2.8
"['dozen', 'die', 'clash', 'erupt', 'morsi', 'ralli', 'cairo']","['num', 'dead', 'clash', 'morsi', 'ralli', 'egypt']",3.6
"['thai', 'opposit', 'protest', 'begin', 'bangkok', 'shutdown']","['thai', 'protest', 'launch', 'bangkok', 'shutdown']",4.8
"['spanish', 'train', 'crash', 'driver', 'question']","['spanish', 'train', 'driver', 'garzon', 'question', 'judg']",3.8
"['franc', 'hail', 'breakthrough', 'usrussia', 'deal', 'syria', 'weapon']","['franc', 'welcom', 'usrussia', 'deal', 'syria']",4.0
"['isaf', 'soldier', 'kill', 'afghan', 'insid', 'attack']","['british', 'soldier', 'shot', 'dead', 'afghan', 'insid', 'attack']",4.0
"['num', 'crush', 'death', 'ivori', 'coast', 'stamped']","['num', 'dead', 'ivori', 'coast', 'stamped']",3.4
"['glasgow', 'helicopt', 'crash', 'search', 'end']","['glasgow', 'helicopt', 'crash', 'least', 'six', 'dead']",2.8
"['three', 'dead', 'u', 'marathon', 'bomb']","['taliban', 'deni', 'involv', 'boston', 'marathon', 'bomb']",1.2
"['swiss', 'tourist', 'gangrap', 'india']","['swiss', 'tourist', 'gangrap', 'india']",5.0
"['india', 'brace', 'massiv', 'cyclon']","['india', 'issu', 'red', 'alert', 'cyclon', 'phailin']",2.8
